 a close up of a pair of scissors ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/fa3cbc7a8e2b9b10a8891ac7c2f01266.jpg
 a close up of a pair of scissors on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/fa3cbc7a8e2b9b10a8891ac7c2f01266.jpg
 a close up of a street sign with a sky background ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/fa3cbc7a8e2b9b10a8891ac7c2f01266.jpg
 a close up of a plate of food ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/bf03585fb3aa5e6a244a82cf2b6f7005.jpg
 a close up of a plate of food on a table ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/bf03585fb3aa5e6a244a82cf2b6f7005.jpg
 a close up of a plate of food with a fork ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/bf03585fb3aa5e6a244a82cf2b6f7005.jpg
 a close up of a plate of food with french fries ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/bf03585fb3aa5e6a244a82cf2b6f7005.jpg
 a man holding a tennis racquet on a tennis court ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/c6c345de2eb83a8fe3a8ed46469f9c46.jpg
 a man holding a tennis racquet on a court ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/c6c345de2eb83a8fe3a8ed46469f9c46.jpg
 a man holding a tennis racquet on top of a court ,/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w5/c6c345de2eb83a8fe3a8ed46469f9c46.jpg
